id,title,lat,lon,street,zip,city,plug,open,parking,network,payment_text,operator,access,electricity_mix,charge_type,payment_mode,payment_RFID,payment_OTHERS,imga,img,info,payment_APP,payment_PLUG-N-CHARGE,times,payment_CREDIT-CARD,payment_DEBIT-CARD
68735,Ladestation Ohefeld*21,52.29663700,10.52741500,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68736,Ladestation Ohefeld*13,52.29645400,10.52751700,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68737,Ladestation Ohefeld*12,52.29641000,10.52763500,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68738,Ladestation Ohefeld*11,52.29654000,10.52749500,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68739,Ladestation Ohefeld*10,52.29658400,10.52742700,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68740,Ladestation Ohefeld*9,52.29671200,10.52780000,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68741,Ladestation Ohefeld*8,52.29660300,10.52797800,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68742,Ladestation Ohefeld*7,52.29667100,10.52790700,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68743,Ladestation Ohefeld*6,52.29668000,10.52784600,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68744,Ladestation Ohefeld*5,52.29659300,10.52784600,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68745,Ladestation Ohefeld*4,52.29670600,10.52761500,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68746,Ladestation Ohefeld*3,52.29675100,10.52753300,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68747,Ladestation Ohefeld*18,52.29674100,10.52752700,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68748,Ladestation Ohefeld*19,52.29668000,10.52764700,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68749,Ladestation Ohefeld*20,52.29671400,10.52755600,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68750,Ladestation Ohefeld*30,52.29644600,10.52759400,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68751,Ladestation Ohefeld*29,52.29664800,10.52739300,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68752,Ladestation Ohefeld*28,52.29661200,10.52742800,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68753,Ladestation Ohefeld*27,52.29655600,10.52743800,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68754,Ladestation Ohefeld*26,52.29650000,10.52748900,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68755,Ladestation Ohefeld*1,52.29641400,10.52761700,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68756,Ladestation Ohefeld*25,52.29662500,10.52776900,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68757,Ladestation Ohefeld*24,52.29657500,10.52790200,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68758,Ladestation Ohefeld*23,52.29665000,10.52772500,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68759,Ladestation Ohefeld*22,52.29664200,10.52783700,Ohefeld,38112,Braunschweig,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68760,Ladestation Industriestraße Nord*14,52.17835500,10.44126300,Industriestraße Nord,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68761,Ladestation Industriestraße Nord*4,52.17833900,10.44126000,Industriestraße Nord,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68762,Ladestation Industriestraße Nord*6,52.17822300,10.44350300,Industriestraße Nord,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68763,Ladestation Industriestraße Nord*7,52.17822600,10.44346100,Industriestraße Nord,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68764,Ladestation Industriestraße Nord*8,52.17823900,10.44310800,Industriestraße Nord,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68765,Ladestation Industriestraße Nord*9,52.17823400,10.44326400,Industriestraße Nord,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68766,Ladestation Industriestraße Nord*10,52.17823500,10.44322500,Industriestraße Nord,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68767,Ladestation Industriestraße Nord*11,52.17823600,10.44319100,Industriestraße Nord,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68768,Ladestation Industriestraße Nord*15,52.17824000,10.44314500,Industriestraße Nord,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68769,Ladestation Industriestraße Nord*3,52.17823200,10.44330700,Industriestraße Nord,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68770,Ladestation Industriestraße Nord*2,52.17822600,10.44342400,Industriestraße Nord,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68771,Ladestation Industriestraße Nord*5,52.17822800,10.44338300,Industriestraße Nord,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68772,Ladestation Industriestraße Nord*1,52.17823000,10.44335000,Industriestraße Nord,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68773,Ladestation Industriestraße Nord*12,52.17823900,10.44306600,Industriestraße Nord,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68774,Ladestation Industriestraße Nord*13,52.17824300,10.44303100,Industriestraße Nord,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68775,Ladestation Industriestraße Nord*19,52.17824300,10.44299400,Industriestraße Nord,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68776,Ladestation Industriestraße Nord*18,52.17824600,10.44294800,Industriestraße Nord,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68777,Ladestation Industriestraße Nord*17,52.17824800,10.44291100,Industriestraße Nord,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68778,Ladestation Industriestraße Nord*16,52.17825100,10.44287400,Industriestraße Nord,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68779,Ladestation Eisenhüttenstraße*1,52.18720000,10.45132000,Eisenhüttenstraße,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68780,Ladestation Eisenhüttenstraße*2,52.18716700,10.45183200,Eisenhüttenstraße,38239,Salzgitter,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68781,Ladestation Gerhard-Fieseler-Weg*1,51.26287700,9.43099000,Gerhard-Fieseler-Weg,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68782,Ladestation Gerhard-Fieseler-Weg*2,51.26284500,9.43096400,Gerhard-Fieseler-Weg,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68783,Ladestation Gerhard-Fieseler-Weg*3,51.26291700,9.43102900,Gerhard-Fieseler-Weg,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68784,Ladestation Gerhard-Fieseler-Weg*4,51.26290800,9.43102200,Gerhard-Fieseler-Weg,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68785,Ladestation Gerhard-Fieseler-Weg*5,51.26286500,9.43121600,Gerhard-Fieseler-Weg,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68786,Ladestation Nordstraße*3,51.26130900,9.43545100,Nordstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68787,Ladestation Nordstraße*1,51.26128900,9.43553200,Nordstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68788,Ladestation Nordstraße*4,51.26125600,9.43563600,Nordstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68789,Ladestation Nordstraße*5,51.26124000,9.43574500,Nordstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68790,Ladestation Nordstraße*2,51.26121400,9.43583200,Nordstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68791,Ladestation Parkplatz Süd*1,51.25335900,9.42862500,Parkplatz Süd,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68792,Ladestation Parkplatz Süd*2,51.25332400,9.42858900,Parkplatz Süd,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68793,Ladestation Parkplatz Süd*3,51.25328800,9.42856400,Parkplatz Süd,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68794,Ladestation Parkplatz Süd*4,51.25324200,9.42851200,Parkplatz Süd,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68795,Ladestation Parkplatz Süd*5,51.25320600,9.42848600,Parkplatz Süd,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68796,Ladestation Hunsrückstraße*6,51.25241000,9.42970100,Hunsrückstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68797,Ladestation Hunsrückstraße*4,51.25237400,9.42967000,Hunsrückstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68798,Ladestation Hunsrückstraße*3,51.25234000,9.42964400,Hunsrückstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68799,Ladestation Hunsrückstraße*2,51.25229400,9.42963100,Hunsrückstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68800,Ladestation Hunsrückstraße*19,51.25223500,9.42954600,Hunsrückstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68801,Ladestation Hunsrückstraße*16,51.25218700,9.42949000,Hunsrückstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68802,Ladestation Hunsrückstraße*5,51.25210500,9.42942100,Hunsrückstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68803,Ladestation Hunsrückstraße*15,51.25199100,9.42931700,Hunsrückstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68804,Ladestation Hunsrückstraße*14,51.25237100,9.42967200,Hunsrückstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68805,Ladestation Hunsrückstraße*13,51.25191000,9.42924900,Hunsrückstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68806,Ladestation Hunsrückstraße*12,51.25187800,9.42923800,Hunsrückstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68807,Ladestation Hunsrückstraße*11,51.25187000,9.42920800,Hunsrückstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68808,Ladestation Hunsrückstraße*10,51.25183900,9.42919200,Hunsrückstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68809,Ladestation Hunsrückstraße*9,51.25179500,9.42916400,Hunsrückstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68810,Ladestation Hunsrückstraße*17,51.25176100,9.42913400,Hunsrückstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68811,Ladestation Hunsrückstraße*18,51.25172100,9.42908900,Hunsrückstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68812,Ladestation Hunsrückstraße*1,51.25168300,9.42903300,Hunsrückstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68813,Ladestation Hunsrückstraße*20,51.25165600,9.42900400,Hunsrückstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68814,Ladestation Hunsrückstraße*8,51.25161600,9.42899300,Hunsrückstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68815,Ladestation Hunsrückstraße*7,51.25157400,9.42895500,Hunsrückstraße,34225,Baunatal,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68816,Ladestation Kauffahrtei*2,50.80573900,12.90364300,Kauffahrtei,09120,Chemnitz,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68817,Ladestation Kauffahrtei*3,50.80572800,12.90356300,Kauffahrtei,09120,Chemnitz,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68818,Ladestation Kauffahrtei*4,50.80571900,12.90346300,Kauffahrtei,09120,Chemnitz,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68819,Ladestation Kauffahrtei*5,50.80575500,12.90371400,Kauffahrtei,09120,Chemnitz,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68820,Ladestation Kauffahrtei*6,50.80308300,12.90487700,Kauffahrtei,09120,Chemnitz,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68821,Ladestation Kauffahrtei*7,50.80306300,12.90490400,Kauffahrtei,09120,Chemnitz,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68822,Ladestation Kauffahrtei*8,50.80301900,12.90494100,Kauffahrtei,09120,Chemnitz,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68823,Ladestation Kauffahrtei*1,50.80304200,12.90492300,Kauffahrtei,09120,Chemnitz,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68824,Ladestation Moseler Allee 1*22,50.79366000,12.48338200,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68825,Ladestation Moseler Allee 1*4,50.79365800,12.48331800,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68826,Ladestation Moseler Allee 1*15,50.79366300,12.48323400,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68827,Ladestation Moseler Allee 1*14,50.79366200,12.48316400,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68828,Ladestation Moseler Allee 1*13,50.79366200,12.48316400,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68829,Ladestation Moseler Allee 1*16,50.79159900,12.48349800,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68830,Ladestation Moseler Allee 1*11,50.79168500,12.48348400,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68831,Ladestation Moseler Allee 1*10,50.79177400,12.48346100,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68832,Ladestation Moseler Allee 1*9,50.79186400,12.48349200,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68833,Ladestation Moseler Allee 1*8,50.79195500,12.48348500,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68834,Ladestation Moseler Allee 1*1,50.79204900,12.48348300,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68835,Ladestation Moseler Allee 1*12,50.79366000,12.48302000,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68836,Ladestation Moseler Allee 1*2,50.79365800,12.48281000,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68837,Ladestation Moseler Allee 1*3,50.79365400,12.48266700,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68838,Ladestation Moseler Allee 1*5,50.79361100,12.48269900,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68839,Ladestation Moseler Allee 1*6,50.79358600,12.48284200,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68840,Ladestation Moseler Allee 1*7,50.79359300,12.48297900,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68841,Ladestation Moseler Allee 1*17,50.79359300,12.48312300,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68842,Ladestation Moseler Allee 1*18,50.79359300,12.48326200,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68843,Ladestation Moseler Allee 1*19,50.78607700,12.48853000,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68844,Ladestation Moseler Allee 1*29,50.78608000,12.48860100,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68845,Ladestation Moseler Allee 1*30,50.78607900,12.48867400,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
68846,Ladestation Moseler Allee 1*31,50.78608300,12.48874100,Moseler Allee 1,08058,Zwickau,0,1.0,,,,VW Group Charging GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
